"setting_index","replication","seed","B","setting"
64,4,912430918,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,4,393744918,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,4,439406918,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,4,502998918,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,4,1052979918,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,4,482548918,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,4,361481918,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,4,689271918,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,4,293821918,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,4,530147918,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,4,903177918,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,4,296697918,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,4,593859918,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,4,665540918,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,4,420788918,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,4,515926918,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,4,912430918,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,4,393744918,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,4,439406918,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,4,502998918,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,4,1052979918,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,4,867924918,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,4,867924918,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,4,867924918,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,5,533648919,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,5,74147919,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,5,533648919,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,5,74147919,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,5,533648919,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,5,74147919,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,5,888766919,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,5,938707919,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,5,888766919,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,5,938707919,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,5,888766919,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,5,938707919,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,5,1017227919,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,5,268360919,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,5,833075919,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,5,42143919,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,5,1017227919,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,5,268360919,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,5,833075919,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,5,42143919,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,5,1017227919,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,5,268360919,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,5,833075919,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,5,42143919,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,5,24781919,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,5,734918919,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,5,477815919,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,5,497265919,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,5,24781919,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,5,734918919,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,5,477815919,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,5,497265919,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,5,24781919,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,5,734918919,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,5,477815919,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,5,497265919,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,5,482548919,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,5,361481919,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,5,689271919,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
40,5,293821919,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,5,530147919,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,5,903177919,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,5,296697919,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,5,593859919,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,5,665540919,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,5,420788919,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,5,515926919,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,5,912430919,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,5,393744919,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,5,439406919,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,5,502998919,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,5,1052979919,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,5,482548919,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,5,361481919,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,5,689271919,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,5,293821919,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,5,530147919,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,5,903177919,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,5,296697919,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,5,593859919,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,5,665540919,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,5,420788919,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,5,515926919,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,5,912430919,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,5,393744919,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,5,439406919,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,5,502998919,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,5,1052979919,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,5,482548919,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,5,361481919,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,5,689271919,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,5,293821919,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,5,530147919,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,5,903177919,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,5,296697919,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,5,593859919,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,5,665540919,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,5,420788919,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,5,515926919,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,5,912430919,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,5,393744919,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,5,439406919,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,5,502998919,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,5,1052979919,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,5,867924919,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,5,867924919,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,5,867924919,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,6,533648920,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,6,74147920,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,6,533648920,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,6,74147920,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,6,533648920,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,6,74147920,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,6,888766920,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,6,938707920,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,6,888766920,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,6,938707920,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,6,888766920,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,6,938707920,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,6,1017227920,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,6,268360920,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,6,833075920,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,6,42143920,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,6,1017227920,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,6,268360920,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,6,833075920,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,6,42143920,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,6,1017227920,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,6,268360920,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,6,833075920,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,6,42143920,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,6,24781920,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,6,734918920,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,6,477815920,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,6,497265920,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,6,24781920,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,6,734918920,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,6,477815920,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,6,497265920,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,6,24781920,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,6,734918920,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,6,477815920,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,6,497265920,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,6,482548920,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,6,361481920,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,6,689271920,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
40,6,293821920,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,6,530147920,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,6,903177920,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,6,296697920,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,6,593859920,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,6,665540920,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,6,420788920,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,6,515926920,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,6,912430920,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,6,393744920,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,6,439406920,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,6,502998920,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,6,1052979920,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,6,482548920,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,6,361481920,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,6,689271920,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,6,293821920,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,6,530147920,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,6,903177920,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,6,296697920,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,6,593859920,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,6,665540920,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,6,420788920,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,6,515926920,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,6,912430920,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,6,393744920,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,6,439406920,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,6,502998920,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,6,1052979920,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,6,482548920,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,6,361481920,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,6,689271920,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,6,293821920,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,6,530147920,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,6,903177920,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,6,296697920,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,6,593859920,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,6,665540920,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,6,420788920,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,6,515926920,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,6,912430920,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,6,393744920,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,6,439406920,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,6,502998920,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,6,1052979920,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,6,867924920,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,6,867924920,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,6,867924920,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,7,533648921,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,7,74147921,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,7,533648921,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,7,74147921,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,7,533648921,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,7,74147921,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,7,888766921,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,7,938707921,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,7,888766921,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,7,938707921,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,7,888766921,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,7,938707921,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,7,1017227921,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,7,268360921,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,7,833075921,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,7,42143921,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,7,1017227921,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,7,268360921,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,7,833075921,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,7,42143921,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,7,1017227921,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,7,268360921,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,7,833075921,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,7,42143921,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,7,24781921,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,7,734918921,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,7,477815921,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,7,497265921,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,7,24781921,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,7,734918921,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,7,477815921,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,7,497265921,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,7,24781921,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,7,734918921,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,7,477815921,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,7,497265921,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,7,482548921,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,7,361481921,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,7,689271921,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
40,7,293821921,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,7,530147921,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,7,903177921,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,7,296697921,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,7,593859921,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,7,665540921,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,7,420788921,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,7,515926921,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,7,912430921,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,7,393744921,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,7,439406921,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,7,502998921,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,7,1052979921,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,7,482548921,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,7,361481921,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,7,689271921,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,7,293821921,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,7,530147921,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,7,903177921,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,7,296697921,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,7,593859921,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,7,665540921,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,7,420788921,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,7,515926921,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,7,912430921,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,7,393744921,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,7,439406921,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,7,502998921,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,7,1052979921,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,7,482548921,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,7,361481921,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,7,689271921,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,7,293821921,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,7,530147921,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,7,903177921,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,7,296697921,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,7,593859921,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,7,665540921,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,7,420788921,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,7,515926921,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,7,912430921,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,7,393744921,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,7,439406921,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,7,502998921,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,7,1052979921,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,7,867924921,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,7,867924921,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,7,867924921,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,8,533648922,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,8,74147922,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,8,533648922,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,8,74147922,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,8,533648922,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,8,74147922,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,8,888766922,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,8,938707922,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,8,888766922,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,8,938707922,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,8,888766922,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,8,938707922,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,8,1017227922,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,8,268360922,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,8,833075922,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,8,42143922,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,8,1017227922,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,8,268360922,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,8,833075922,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,8,42143922,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,8,1017227922,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,8,268360922,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,8,833075922,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,8,42143922,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,8,24781922,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,8,734918922,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,8,477815922,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,8,497265922,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,8,24781922,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,8,734918922,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,8,477815922,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,8,497265922,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,8,24781922,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,8,734918922,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,8,477815922,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,8,497265922,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,8,482548922,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,8,361481922,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,8,689271922,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
