"setting_index","replication","seed","B","setting"
3,36,475056950,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,36,85051950,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,36,475056950,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,36,85051950,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,36,785871950,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,36,785871950,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,36,785871950,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,37,475056951,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,37,85051951,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,37,475056951,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,37,85051951,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,37,475056951,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,37,85051951,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,37,785871951,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,37,785871951,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,37,785871951,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,38,475056952,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,38,85051952,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,38,475056952,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,38,85051952,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,38,475056952,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,38,85051952,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,38,785871952,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,38,785871952,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,38,785871952,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,39,475056953,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,39,85051953,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,39,475056953,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,39,85051953,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,39,475056953,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,39,85051953,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,39,785871953,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,39,785871953,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,39,785871953,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,40,475056954,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,40,85051954,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,40,475056954,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,40,85051954,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,40,475056954,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,40,85051954,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,40,785871954,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,40,785871954,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,40,785871954,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,41,475056955,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,41,85051955,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,41,475056955,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,41,85051955,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,41,475056955,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,41,85051955,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,41,785871955,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,41,785871955,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,41,785871955,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,42,475056956,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,42,85051956,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,42,475056956,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,42,85051956,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,42,475056956,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,42,85051956,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,42,785871956,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,42,785871956,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,42,785871956,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,43,475056957,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,43,85051957,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,43,475056957,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,43,85051957,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,43,475056957,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,43,85051957,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,43,785871957,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,43,785871957,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,43,785871957,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,44,475056958,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,44,85051958,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,44,475056958,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,44,85051958,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,44,475056958,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,44,85051958,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,44,785871958,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,44,785871958,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,44,785871958,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,45,475056959,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,45,85051959,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,45,475056959,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,45,85051959,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,45,475056959,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,45,85051959,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,45,785871959,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,45,785871959,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,45,785871959,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,46,475056960,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,46,85051960,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,46,475056960,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,46,85051960,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,46,475056960,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,46,85051960,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,46,785871960,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,46,785871960,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,46,785871960,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,47,475056961,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,47,85051961,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,47,475056961,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,47,85051961,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,47,475056961,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,47,85051961,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,47,785871961,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,47,785871961,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,47,785871961,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,48,475056962,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,48,85051962,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,48,475056962,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,48,85051962,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,48,475056962,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,48,85051962,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,48,785871962,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,48,785871962,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,48,785871962,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,49,475056963,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,49,85051963,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,49,475056963,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,49,85051963,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,49,475056963,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,49,85051963,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,49,785871963,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,49,785871963,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,49,785871963,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,50,475056964,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,50,85051964,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,50,475056964,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,50,85051964,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,50,475056964,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,50,85051964,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,50,785871964,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,50,785871964,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,50,785871964,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,51,475056965,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,51,85051965,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,51,475056965,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,51,85051965,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,51,475056965,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,51,85051965,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,51,785871965,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,51,785871965,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,51,785871965,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,52,475056966,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,52,85051966,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,52,475056966,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,52,85051966,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,52,475056966,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,52,85051966,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,52,785871966,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,52,785871966,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,52,785871966,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,53,475056967,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,53,85051967,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,53,475056967,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,53,85051967,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,53,475056967,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,53,85051967,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,53,785871967,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,53,785871967,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,53,785871967,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,54,475056968,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,54,85051968,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,54,475056968,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,54,85051968,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,54,475056968,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,54,85051968,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,54,785871968,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,54,785871968,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,54,785871968,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,55,475056969,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,55,85051969,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,55,475056969,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,55,85051969,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,55,475056969,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,55,85051969,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,55,785871969,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,55,785871969,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,55,785871969,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,56,475056970,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,56,85051970,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,56,475056970,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,56,85051970,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,56,475056970,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,56,85051970,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,56,785871970,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,56,785871970,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,56,785871970,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,57,475056971,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,57,85051971,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,57,475056971,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,57,85051971,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,57,475056971,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,57,85051971,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,57,785871971,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,57,785871971,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,57,785871971,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,58,475056972,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,58,85051972,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,58,475056972,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,58,85051972,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,58,475056972,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,58,85051972,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,58,785871972,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,58,785871972,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,58,785871972,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,59,475056973,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,59,85051973,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,59,475056973,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,59,85051973,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,59,475056973,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,59,85051973,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,59,785871973,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,59,785871973,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,59,785871973,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,60,475056974,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,60,85051974,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,60,475056974,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,60,85051974,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,60,475056974,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,60,85051974,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,60,785871974,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,60,785871974,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,60,785871974,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,61,475056975,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,61,85051975,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,61,475056975,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,61,85051975,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,61,475056975,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,61,85051975,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,61,785871975,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,61,785871975,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,61,785871975,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,62,475056976,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,62,85051976,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,62,475056976,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,62,85051976,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,62,475056976,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,62,85051976,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,62,785871976,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,62,785871976,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,62,785871976,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,63,475056977,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,63,85051977,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,63,475056977,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,63,85051977,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,63,475056977,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,63,85051977,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,63,785871977,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,63,785871977,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,63,785871977,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,64,475056978,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,64,85051978,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,64,475056978,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,64,85051978,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,64,475056978,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,64,85051978,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,64,785871978,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,64,785871978,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,64,785871978,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,65,475056979,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,65,85051979,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,65,475056979,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,65,85051979,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,65,475056979,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,65,85051979,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,65,785871979,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,65,785871979,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,65,785871979,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,66,475056980,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,66,85051980,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,66,475056980,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,66,85051980,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,66,475056980,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,66,85051980,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,66,785871980,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,66,785871980,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,66,785871980,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,67,475056981,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,67,85051981,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,67,475056981,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,67,85051981,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,67,475056981,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,67,85051981,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,67,785871981,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,67,785871981,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,67,785871981,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,68,475056982,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,68,85051982,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,68,475056982,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,68,85051982,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,68,475056982,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,68,85051982,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,68,785871982,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,68,785871982,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,68,785871982,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,69,475056983,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,69,85051983,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,69,475056983,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,69,85051983,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,69,475056983,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,69,85051983,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,69,785871983,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,69,785871983,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,69,785871983,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,70,475056984,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,70,85051984,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,70,475056984,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,70,85051984,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,70,475056984,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,70,85051984,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,70,785871984,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,70,785871984,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,70,785871984,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,71,475056985,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,71,85051985,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,71,475056985,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,71,85051985,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
